"theword","block","response","totcount","count","proportion","language"
"cook","solidity","solid",7,1,0.142857142857143,"Cantonese"
"cook","solidity","unclear/unknown",7,2,0.285714285714286,"Cantonese"
"cook","solidity","non-solid",7,4,0.571428571428571,"Cantonese"
"cookie","solidity","non-solid",6,1,0.166666666666667,"Russian"
"cookie","solidity","non-solid",6,1,0.166666666666667,"Turkish"
"cookie","solidity","non-solid",6,1,0.166666666666667,"Japanese"
"cookie","solidity","non-solid",6,1,0.166666666666667,"Catalan"
"cookie","solidity","non-solid",6,1,0.166666666666667,"Mandarin (Beijing)"
"cookie","solidity","non-solid",6,1,0.166666666666667,"Mandarin (Taiwanese)"
"cookie","solidity","non-solid",6,1,0.166666666666667,"Spanish (Mexican)"
"cookie","solidity","non-solid",6,1,0.166666666666667,"Russian"
"cookie","solidity","non-solid",6,1,0.166666666666667,"English (American)"
"cookie","solidity","non-solid",6,1,0.166666666666667,"English (Australian)"
"cookie","solidity","non-solid",6,1,0.166666666666667,"Spanish (European)"
"cookie","solidity","solid",6,5,0.833333333333333,"Russian"
"cookie","solidity","solid",6,5,0.833333333333333,"Turkish"
"cookie","solidity","solid",6,5,0.833333333333333,"Japanese"
"cookie","solidity","solid",6,5,0.833333333333333,"Catalan"
"cookie","solidity","solid",6,5,0.833333333333333,"Mandarin (Beijing)"
"cookie","solidity","solid",6,5,0.833333333333333,"Mandarin (Taiwanese)"
"cookie","solidity","solid",6,5,0.833333333333333,"Spanish (Mexican)"
"cookie","solidity","solid",6,5,0.833333333333333,"Russian"
"cookie","solidity","solid",6,5,0.833333333333333,"English (American)"
"cookie","solidity","solid",6,5,0.833333333333333,"English (Australian)"
"cookie","solidity","solid",6,5,0.833333333333333,"Spanish (European)"
"corn","solidity","solid",7,7,1,"Turkish"
"corn","solidity","solid",7,7,1,"English (American)"
"corn","solidity","solid",7,7,1,"Korean"
"corn","solidity","solid",7,7,1,"English (Australian)"
"corn","solidity","solid",7,7,1,"Mandarin (Beijing)"
"corn","solidity","solid",7,7,1,"Spanish (Mexican)"
"corn","solidity","solid",7,7,1,"Russian"
"corn","solidity","solid",7,7,1,"Cantonese"
"corn","solidity","solid",7,7,1,"Japanese"
"corn","solidity","solid",7,7,1,"Mandarin (Taiwanese)"
"corridor","solidity","solid",4,2,0.5,"Spanish (European)"
"corridor","solidity","solid",4,2,0.5,"Russian"
"corridor","solidity","unclear/unknown",4,1,0.25,"Spanish (European)"
"corridor","solidity","unclear/unknown",4,1,0.25,"Russian"
"corridor","solidity","non-solid",4,1,0.25,"Spanish (European)"
"corridor","solidity","non-solid",4,1,0.25,"Russian"
"cottage cheese","solidity","solid",10,3,0.3,"Russian"
"cottage cheese","solidity","non-solid",10,7,0.7,"Russian"
"cotton","solidity","unclear/unknown",6,1,0.166666666666667,"Turkish"
"cotton","solidity","non-solid",6,3,0.5,"Turkish"
"cotton","solidity","solid",6,2,0.333333333333333,"Turkish"
"couch","solidity","solid",8,8,1,"English (Australian)"
"couch","solidity","solid",8,8,1,"Russian"
"couch","solidity","solid",8,8,1,"Spanish (Mexican)"
"couch","solidity","solid",8,8,1,"Korean"
"couch","solidity","solid",8,8,1,"English (American)"
"couch","solidity","solid",8,8,1,"Spanish (European)"
"couch","solidity","solid",8,8,1,"French (French)"
"couch","solidity","solid",8,8,1,"English (American)"
"couch","solidity","solid",8,8,1,"Cantonese"
"couch","solidity","solid",8,8,1,"Mandarin (Beijing)"
"couch","solidity","solid",8,8,1,"Mandarin (Taiwanese)"
"cow","solidity","solid",8,8,1,"English (Australian)"
"cow","solidity","solid",8,8,1,"Cantonese"
"cow","solidity","solid",8,8,1,"Catalan"
"cow","solidity","solid",8,8,1,"Spanish (European)"
"cow","solidity","solid",8,8,1,"Korean"
"cow","solidity","solid",8,8,1,"Mandarin (Beijing)"
"cow","solidity","solid",8,8,1,"Spanish (Mexican)"
"cow","solidity","solid",8,8,1,"Spanish (Peruvian)"
"cow","solidity","solid",8,8,1,"English (American)"
"cow","solidity","solid",8,8,1,"Turkish"
"cow","solidity","solid",8,8,1,"Russian"
"cow","solidity","solid",8,8,1,"Japanese"
"cow","solidity","solid",8,8,1,"Mandarin (Taiwanese)"
"cow","solidity","solid",8,8,1,"French (French)"
"crab","solidity","solid",8,8,1,"Cantonese"
"crab","solidity","solid",8,8,1,"Mandarin (Taiwanese)"
"crab","solidity","solid",8,8,1,"Japanese"
"cracker","solidity","non-solid",11,1,0.0909090909090909,"Hebrew"
"cracker","solidity","non-solid",11,1,0.0909090909090909,"English (American)"
"cracker","solidity","non-solid",11,1,0.0909090909090909,"Turkish"
"cracker","solidity","non-solid",11,1,0.0909090909090909,"Japanese"
"cracker","solidity","solid",11,10,0.909090909090909,"Hebrew"
"cracker","solidity","solid",11,10,0.909090909090909,"English (American)"
"cracker","solidity","solid",11,10,0.909090909090909,"Turkish"
"cracker","solidity","solid",11,10,0.909090909090909,"Japanese"
"crane","solidity","solid",6,6,1,"Mandarin (Beijing)"
"crane","solidity","solid",6,6,1,"Spanish (European)"
"crane","solidity","solid",6,6,1,"Mandarin (Taiwanese)"
"crane","solidity","solid",6,6,1,"Catalan"
"crayon","solidity","solid",5,5,1,"Mandarin (Taiwanese)"
"crayon","solidity","solid",5,5,1,"English (Australian)"
"crayon","solidity","solid",5,5,1,"Spanish (Mexican)"
"crayon","solidity","solid",5,5,1,"Japanese"
"crayon","solidity","solid",5,5,1,"English (American)"
"crayon","solidity","solid",5,5,1,"Korean"
"crayon","solidity","solid",5,5,1,"Turkish"
"crayon","solidity","solid",5,5,1,"Mandarin (Taiwanese)"
"crib","solidity","solid",7,7,1,"English (Australian)"
"crib","solidity","solid",7,7,1,"English (American)"
"crib","solidity","solid",7,7,1,"Spanish (Mexican)"
"crib","solidity","solid",7,7,1,"Spanish (European)"
"crib","solidity","solid",7,7,1,"Cantonese"
"crocodile","solidity","solid",8,8,1,"Spanish (European)"
"crocodile","solidity","solid",8,8,1,"English (Australian)"
"crocodile","solidity","solid",8,8,1,"Korean"
"crocodile","solidity","solid",8,8,1,"Turkish"
"crocodile","solidity","solid",8,8,1,"Japanese"
"crocodile","solidity","solid",8,8,1,"Russian"
"crocodile","solidity","solid",8,8,1,"French (French)"
"croissant","solidity","non-solid",7,1,0.142857142857143,"Catalan"
"croissant","solidity","solid",7,5,0.714285714285714,"Catalan"
"croissant","solidity","unclear/unknown",7,1,0.142857142857143,"Catalan"
"croquette","solidity","solid",3,3,1,"Catalan"
"croquette","solidity","solid",3,3,1,"Spanish (European)"
"crow","solidity","non-solid",8,1,0.125,"Kiswahili"
"crow","solidity","non-solid",8,1,0.125,"Turkish"
"crow","solidity","non-solid",8,1,0.125,"Japanese"
"crow","solidity","non-solid",8,1,0.125,"Russian"
"crow","solidity","solid",8,7,0.875,"Kiswahili"
"crow","solidity","solid",8,7,0.875,"Turkish"
"crow","solidity","solid",8,7,0.875,"Japanese"
"crow","solidity","solid",8,7,0.875,"Russian"
"cucumber","solidity","solid",5,5,1,"Mandarin (Beijing)"
"cucumber","solidity","solid",5,5,1,"Russian"
"cucumber","solidity","solid",5,5,1,"Japanese"
"cucumber","solidity","solid",5,5,1,"Turkish"
"cup","solidity","solid",10,10,1,"English (Australian)"
"cup","solidity","solid",10,10,1,"Cantonese"
"cup","solidity","solid",10,10,1,"Catalan"
"cup","solidity","solid",10,10,1,"Japanese"
"cup","solidity","solid",10,10,1,"English (American)"
"cup","solidity","solid",10,10,1,"Mandarin (Beijing)"
"cup","solidity","solid",10,10,1,"Spanish (Mexican)"
"cup","solidity","solid",10,10,1,"Mandarin (Beijing)"
"cup","solidity","solid",10,10,1,"Spanish (European)"
"cup","solidity","solid",10,10,1,"Mandarin (Taiwanese)"
"cup","solidity","solid",10,10,1,"French (French)"
"cup","solidity","solid",10,10,1,"Korean"
"cup","solidity","solid",10,10,1,"Russian"
"cup","solidity","solid",10,10,1,"Russian"
"cupboard","solidity","solid",7,7,1,"Mandarin (Taiwanese)"
"cupboard","solidity","solid",7,7,1,"Turkish"
"curtain","solidity","solid",8,6,0.75,"Hebrew"
"curtain","solidity","solid",8,6,0.75,"Japanese"
"curtain","solidity","solid",8,6,0.75,"Turkish"
"curtain","solidity","non-solid",8,2,0.25,"Hebrew"
"curtain","solidity","non-solid",8,2,0.25,"Japanese"
"curtain","solidity","non-solid",8,2,0.25,"Turkish"
"cushion","solidity","solid",4,4,1,"Spanish (European)"
"cutlet","solidity","solid",6,6,1,"Russian"
"deer","solidity","solid",7,6,0.857142857142857,"Hebrew"
"deer","solidity","solid",7,6,0.857142857142857,"English (American)"
"deer","solidity","solid",7,6,0.857142857142857,"Turkish"
"deer","solidity","solid",7,6,0.857142857142857,"Mandarin (Beijing)"
"deer","solidity","solid",7,6,0.857142857142857,"Mandarin (Taiwanese)"
"deer","solidity","solid",7,6,0.857142857142857,"Korean"
"deer","solidity","unclear/unknown",7,1,0.142857142857143,"Hebrew"
"deer","solidity","unclear/unknown",7,1,0.142857142857143,"English (American)"
"deer","solidity","unclear/unknown",7,1,0.142857142857143,"Turkish"
"deer","solidity","unclear/unknown",7,1,0.142857142857143,"Mandarin (Beijing)"
"deer","solidity","unclear/unknown",7,1,0.142857142857143,"Mandarin (Taiwanese)"
"deer","solidity","unclear/unknown",7,1,0.142857142857143,"Korean"
"dessert","solidity","non-solid",9,4,0.444444444444444,"Catalan"
"dessert","solidity","unclear/unknown",9,2,0.222222222222222,"Catalan"
"dessert","solidity","solid",9,3,0.333333333333333,"Catalan"
"diaper","solidity","unclear/unknown",10,2,0.2,"Spanish (European)"
"diaper","solidity","unclear/unknown",10,2,0.2,"Korean"
"diaper","solidity","unclear/unknown",10,2,0.2,"Kiswahili"
"diaper","solidity","unclear/unknown",10,2,0.2,"English (American)"
"diaper","solidity","unclear/unknown",10,2,0.2,"Japanese"
"diaper","solidity","unclear/unknown",10,2,0.2,"Spanish (Peruvian)"
"diaper","solidity","unclear/unknown",10,2,0.2,"French (French)"
"diaper","solidity","unclear/unknown",10,2,0.2,"Cantonese"
"diaper","solidity","unclear/unknown",10,2,0.2,"English (Australian)"
"diaper","solidity","unclear/unknown",10,2,0.2,"Mandarin (Taiwanese)"
"diaper","solidity","unclear/unknown",10,2,0.2,"Catalan"
"diaper","solidity","unclear/unknown",10,2,0.2,"Turkish"
"diaper","solidity","unclear/unknown",10,2,0.2,"Spanish (Mexican)"
"diaper","solidity","solid",10,8,0.8,"Spanish (European)"
"diaper","solidity","solid",10,8,0.8,"Korean"
"diaper","solidity","solid",10,8,0.8,"Kiswahili"
"diaper","solidity","solid",10,8,0.8,"English (American)"
"diaper","solidity","solid",10,8,0.8,"Japanese"
"diaper","solidity","solid",10,8,0.8,"Spanish (Peruvian)"
"diaper","solidity","solid",10,8,0.8,"French (French)"
"diaper","solidity","solid",10,8,0.8,"Cantonese"
"diaper","solidity","solid",10,8,0.8,"English (Australian)"
"diaper","solidity","solid",10,8,0.8,"Mandarin (Taiwanese)"
"diaper","solidity","solid",10,8,0.8,"Catalan"
"diaper","solidity","solid",10,8,0.8,"Turkish"
"diaper","solidity","solid",10,8,0.8,"Spanish (Mexican)"
"digger","solidity","solid",6,6,1,"Mandarin (Taiwanese)"
"dining room","solidity","solid",4,2,0.5,"Catalan"
"dining room","solidity","non-solid",4,1,0.25,"Catalan"
"dining room","solidity","unclear/unknown",4,1,0.25,"Catalan"
"dinosaur","solidity","solid",6,5,0.833333333333333,"Cantonese"
"dinosaur","solidity","solid",6,5,0.833333333333333,"Catalan"
"dinosaur","solidity","solid",6,5,0.833333333333333,"Korean"
"dinosaur","solidity","solid",6,5,0.833333333333333,"Mandarin (Beijing)"
"dinosaur","solidity","solid",6,5,0.833333333333333,"Spanish (European)"
"dinosaur","solidity","unclear/unknown",6,1,0.166666666666667,"Cantonese"
"dinosaur","solidity","unclear/unknown",6,1,0.166666666666667,"Catalan"
"dinosaur","solidity","unclear/unknown",6,1,0.166666666666667,"Korean"
"dinosaur","solidity","unclear/unknown",6,1,0.166666666666667,"Mandarin (Beijing)"
"dinosaur","solidity","unclear/unknown",6,1,0.166666666666667,"Spanish (European)"
"dish","solidity","solid",3,3,1,"Japanese"
"dish","solidity","solid",3,3,1,"Russian"
"dish","solidity","solid",3,3,1,"Mandarin (Beijing)"
"dish","solidity","solid",3,3,1,"English (American)"
"dog","solidity","solid",7,6,0.857142857142857,"Korean"
"dog","solidity","solid",7,6,0.857142857142857,"Catalan"
"dog","solidity","solid",7,6,0.857142857142857,"Turkish"
"dog","solidity","solid",7,6,0.857142857142857,"Spanish (Mexican)"
"dog","solidity","solid",7,6,0.857142857142857,"French (French)"
"dog","solidity","solid",7,6,0.857142857142857,"Kiswahili"
"dog","solidity","solid",7,6,0.857142857142857,"Mandarin (Beijing)"
"dog","solidity","solid",7,6,0.857142857142857,"Japanese"
"dog","solidity","solid",7,6,0.857142857142857,"English (Australian)"
"dog","solidity","solid",7,6,0.857142857142857,"Russian"
"dog","solidity","solid",7,6,0.857142857142857,"Spanish (European)"
"dog","solidity","unclear/unknown",7,1,0.142857142857143,"Korean"
"dog","solidity","unclear/unknown",7,1,0.142857142857143,"Catalan"
"dog","solidity","unclear/unknown",7,1,0.142857142857143,"Turkish"
"dog","solidity","unclear/unknown",7,1,0.142857142857143,"Spanish (Mexican)"
"dog","solidity","unclear/unknown",7,1,0.142857142857143,"French (French)"
"dog","solidity","unclear/unknown",7,1,0.142857142857143,"Kiswahili"
"dog","solidity","unclear/unknown",7,1,0.142857142857143,"Mandarin (Beijing)"
"dog","solidity","unclear/unknown",7,1,0.142857142857143,"Japanese"
"dog","solidity","unclear/unknown",7,1,0.142857142857143,"English (Australian)"
"dog","solidity","unclear/unknown",7,1,0.142857142857143,"Russian"
"dog","solidity","unclear/unknown",7,1,0.142857142857143,"Spanish (European)"
"doll","solidity","solid",10,9,0.9,"Korean"
"doll","solidity","solid",10,9,0.9,"Kiswahili"
"doll","solidity","solid",10,9,0.9,"Mandarin (Beijing)"
"doll","solidity","solid",10,9,0.9,"Cantonese"
"doll","solidity","solid",10,9,0.9,"Mandarin (Taiwanese)"
"doll","solidity","solid",10,9,0.9,"English (American)"
"doll","solidity","solid",10,9,0.9,"Japanese"
"doll","solidity","solid",10,9,0.9,"Catalan"
"doll","solidity","solid",10,9,0.9,"English (Australian)"
"doll","solidity","solid",10,9,0.9,"French (French)"
"doll","solidity","solid",10,9,0.9,"Spanish (European)"
"doll","solidity","solid",10,9,0.9,"Spanish (Mexican)"
"doll","solidity","unclear/unknown",10,1,0.1,"Korean"
"doll","solidity","unclear/unknown",10,1,0.1,"Kiswahili"
"doll","solidity","unclear/unknown",10,1,0.1,"Mandarin (Beijing)"
"doll","solidity","unclear/unknown",10,1,0.1,"Cantonese"
"doll","solidity","unclear/unknown",10,1,0.1,"Mandarin (Taiwanese)"
"doll","solidity","unclear/unknown",10,1,0.1,"English (American)"
"doll","solidity","unclear/unknown",10,1,0.1,"Japanese"
"doll","solidity","unclear/unknown",10,1,0.1,"Catalan"
"doll","solidity","unclear/unknown",10,1,0.1,"English (Australian)"
"doll","solidity","unclear/unknown",10,1,0.1,"French (French)"
"doll","solidity","unclear/unknown",10,1,0.1,"Spanish (European)"
"doll","solidity","unclear/unknown",10,1,0.1,"Spanish (Mexican)"
"dolphin","solidity","unclear/unknown",8,2,0.25,"Mandarin (Taiwanese)"
"dolphin","solidity","unclear/unknown",8,2,0.25,"Catalan"
"dolphin","solidity","non-solid",8,1,0.125,"Mandarin (Taiwanese)"
"dolphin","solidity","non-solid",8,1,0.125,"Catalan"
"dolphin","solidity","solid",8,5,0.625,"Mandarin (Taiwanese)"
"dolphin","solidity","solid",8,5,0.625,"Catalan"
"donkey","solidity","non-solid",7,1,0.142857142857143,"Spanish (Mexican)"
"donkey","solidity","non-solid",7,1,0.142857142857143,"French (French)"
"donkey","solidity","non-solid",7,1,0.142857142857143,"English (Australian)"
"donkey","solidity","non-solid",7,1,0.142857142857143,"Catalan"
"donkey","solidity","non-solid",7,1,0.142857142857143,"Spanish (European)"
"donkey","solidity","non-solid",7,1,0.142857142857143,"English (American)"
"donkey","solidity","non-solid",7,1,0.142857142857143,"Russian"
"donkey","solidity","non-solid",7,1,0.142857142857143,"Turkish"
"donkey","solidity","solid",7,6,0.857142857142857,"Spanish (Mexican)"
"donkey","solidity","solid",7,6,0.857142857142857,"French (French)"
"donkey","solidity","solid",7,6,0.857142857142857,"English (Australian)"
"donkey","solidity","solid",7,6,0.857142857142857,"Catalan"
"donkey","solidity","solid",7,6,0.857142857142857,"Spanish (European)"
"donkey","solidity","solid",7,6,0.857142857142857,"English (American)"
"donkey","solidity","solid",7,6,0.857142857142857,"Russian"
"donkey","solidity","solid",7,6,0.857142857142857,"Turkish"
"donut","solidity","solid",3,3,1,"Mandarin (Taiwanese)"
"donut","solidity","solid",3,3,1,"Korean"
"donut","solidity","solid",3,3,1,"Japanese"
"donut","solidity","solid",3,3,1,"Mandarin (Beijing)"
"door","solidity","solid",9,9,1,"Catalan"
"door","solidity","solid",9,9,1,"Turkish"
"door","solidity","solid",9,9,1,"Mandarin (Beijing)"
"door","solidity","solid",9,9,1,"French (French)"
"door","solidity","solid",9,9,1,"English (Australian)"
"door","solidity","solid",9,9,1,"Japanese"
"door","solidity","solid",9,9,1,"Russian"
"door","solidity","solid",9,9,1,"Mandarin (Taiwanese)"
"door","solidity","solid",9,9,1,"Cantonese"
"door","solidity","solid",9,9,1,"Korean"
"door","solidity","solid",9,9,1,"Spanish (Mexican)"
"door","solidity","solid",9,9,1,"Spanish (Peruvian)"
"door","solidity","solid",9,9,1,"Spanish (European)"
"door","solidity","solid",9,9,1,"English (American)"
"doorbell","solidity","unclear/unknown",9,1,0.111111111111111,"Catalan"
"doorbell","solidity","solid",9,8,0.888888888888889,"Catalan"
"dragon","solidity","solid",8,5,0.625,"Mandarin (Beijing)"
"dragon","solidity","unclear/unknown",8,3,0.375,"Mandarin (Beijing)"
"dragonfly","solidity","non-solid",6,2,0.333333333333333,"Mandarin (Beijing)"
"dragonfly","solidity","solid",6,3,0.5,"Mandarin (Beijing)"
"dragonfly","solidity","unclear/unknown",6,1,0.166666666666667,"Mandarin (Beijing)"
"drawer","solidity","solid",6,6,1,"Spanish (Mexican)"
"drawer","solidity","solid",6,6,1,"Cantonese"
"drawer","solidity","solid",6,6,1,"Mandarin (Beijing)"
"drawer","solidity","solid",6,6,1,"English (American)"
"drawer","solidity","solid",6,6,1,"English (Australian)"
"drawer","solidity","solid",6,6,1,"Mandarin (Taiwanese)"
"drawer","solidity","solid",6,6,1,"Spanish (Peruvian)"
"drawer","solidity","solid",6,6,1,"Korean"
"drawer","solidity","solid",6,6,1,"French (French)"
"drawer","solidity","solid",6,6,1,"Catalan"
"dress (object)","solidity","non-solid",7,1,0.142857142857143,"English (Australian)"
"dress (object)","solidity","non-solid",7,1,0.142857142857143,"Korean"
"dress (object)","solidity","non-solid",7,1,0.142857142857143,"French (French)"
"dress (object)","solidity","non-solid",7,1,0.142857142857143,"Mandarin (Taiwanese)"
"dress (object)","solidity","non-solid",7,1,0.142857142857143,"Spanish (European)"
"dress (object)","solidity","non-solid",7,1,0.142857142857143,"Spanish (Mexican)"
"dress (object)","solidity","non-solid",7,1,0.142857142857143,"Russian"
"dress (object)","solidity","non-solid",7,1,0.142857142857143,"Kiswahili"
"dress (object)","solidity","non-solid",7,1,0.142857142857143,"English (American)"
"dress (object)","solidity","non-solid",7,1,0.142857142857143,"Turkish"
"dress (object)","solidity","solid",7,6,0.857142857142857,"English (Australian)"
"dress (object)","solidity","solid",7,6,0.857142857142857,"Korean"
"dress (object)","solidity","solid",7,6,0.857142857142857,"French (French)"
"dress (object)","solidity","solid",7,6,0.857142857142857,"Mandarin (Taiwanese)"
"dress (object)","solidity","solid",7,6,0.857142857142857,"Spanish (European)"
"dress (object)","solidity","solid",7,6,0.857142857142857,"Spanish (Mexican)"
"dress (object)","solidity","solid",7,6,0.857142857142857,"Russian"
"dress (object)","solidity","solid",7,6,0.857142857142857,"Kiswahili"
"dress (object)","solidity","solid",7,6,0.857142857142857,"English (American)"
"dress (object)","solidity","solid",7,6,0.857142857142857,"Turkish"
"dress shoe","solidity","solid",5,5,1,"Korean"
"dried seaweed","solidity","non-solid",6,3,0.5,"Korean"
"dried seaweed","solidity","solid",6,3,0.5,"Korean"
"drink (beverage)","solidity","non-solid",5,5,1,"English (Australian)"
"drink (beverage)","solidity","non-solid",5,5,1,"Mandarin (Taiwanese)"
"drink (beverage)","solidity","non-solid",5,5,1,"Mandarin (Beijing)"
"drink (beverage)","solidity","non-solid",5,5,1,"English (American)"
"drum","solidity","non-solid",4,1,0.25,"Japanese"
"drum","solidity","non-solid",4,1,0.25,"Catalan"
"drum","solidity","solid",4,3,0.75,"Japanese"
"drum","solidity","solid",4,3,0.75,"Catalan"
"drum (object)","solidity","solid",6,6,1,"Spanish (European)"
"drum (object)","solidity","solid",6,6,1,"Spanish (Peruvian)"
"drum (object)","solidity","solid",6,6,1,"Turkish"
"drum (object)","solidity","solid",6,6,1,"Mandarin (Taiwanese)"
"dryer","solidity","solid",6,5,0.833333333333333,"Mandarin (Taiwanese)"
"dryer","solidity","solid",6,5,0.833333333333333,"English (American)"
"dryer","solidity","unclear/unknown",6,1,0.166666666666667,"Mandarin (Taiwanese)"
"dryer","solidity","unclear/unknown",6,1,0.166666666666667,"English (American)"
"duck","solidity","solid",6,6,1,"Catalan"
"duck","solidity","solid",6,6,1,"English (Australian)"
"duck","solidity","solid",6,6,1,"Spanish (European)"
"duck","solidity","solid",6,6,1,"English (American)"
"duck","solidity","solid",6,6,1,"Mandarin (Beijing)"
"duck","solidity","solid",6,6,1,"Korean"
"duck","solidity","solid",6,6,1,"Turkish"
"duck","solidity","solid",6,6,1,"Japanese"
"duck","solidity","solid",6,6,1,"Russian"
"duck","solidity","solid",6,6,1,"French (French)"
"duck","solidity","solid",6,6,1,"Spanish (Mexican)"
"duck","solidity","solid",6,6,1,"Cantonese"
"duck","solidity","solid",6,6,1,"Mandarin (Taiwanese)"
"dumpling","solidity","solid",4,4,1,"Mandarin (Taiwanese)"
"dumpling","solidity","solid",4,4,1,"Mandarin (Beijing)"
"dumpling","solidity","solid",4,4,1,"Mandarin (Beijing)"
"dust","solidity","non-solid",6,6,1,"Turkish"
"dustpan","solidity","solid",6,6,1,"Mandarin (Beijing)"
"dustpan","solidity","solid",6,6,1,"Russian"
"eagle","solidity","non-solid",6,1,0.166666666666667,"Turkish"
"eagle","solidity","non-solid",6,1,0.166666666666667,"Mandarin (Taiwanese)"
"eagle","solidity","non-solid",6,1,0.166666666666667,"Mandarin (Beijing)"
"eagle","solidity","solid",6,5,0.833333333333333,"Turkish"
"eagle","solidity","solid",6,5,0.833333333333333,"Mandarin (Taiwanese)"
"eagle","solidity","solid",6,5,0.833333333333333,"Mandarin (Beijing)"
"ear","solidity","solid",6,6,1,"English (American)"
"ear","solidity","solid",6,6,1,"Spanish (Mexican)"
"ear","solidity","solid",6,6,1,"Russian"
"ear","solidity","solid",6,6,1,"Korean"
"ear","solidity","solid",6,6,1,"Japanese"
"ear","solidity","solid",6,6,1,"French (French)"
"ear","solidity","solid",6,6,1,"Catalan"
"ear","solidity","solid",6,6,1,"Spanish (Peruvian)"
"ear","solidity","solid",6,6,1,"English (Australian)"
"ear","solidity","solid",6,6,1,"Cantonese"
"ear","solidity","solid",6,6,1,"Spanish (European)"
"ear","solidity","solid",6,6,1,"Turkish"
"ear","solidity","solid",6,6,1,"Kiswahili"
"ear","solidity","solid",6,6,1,"Mandarin (Taiwanese)"
"ear","solidity","solid",6,6,1,"Mandarin (Beijing)"
"earring","solidity","unclear/unknown",6,1,0.166666666666667,"Spanish (Mexican)"
"earring","solidity","unclear/unknown",6,1,0.166666666666667,"Turkish"
"earring","solidity","unclear/unknown",6,1,0.166666666666667,"Spanish (European)"
"earring","solidity","solid",6,5,0.833333333333333,"Spanish (Mexican)"
"earring","solidity","solid",6,5,0.833333333333333,"Turkish"
"earring","solidity","solid",6,5,0.833333333333333,"Spanish (European)"
"earth","solidity","solid",6,6,1,"Turkish"
"egg","solidity","non-solid",8,2,0.25,"Korean"
"egg","solidity","non-solid",8,2,0.25,"Spanish (Mexican)"
"egg","solidity","non-solid",8,2,0.25,"Cantonese"
"egg","solidity","non-solid",8,2,0.25,"Catalan"
"egg","solidity","non-solid",8,2,0.25,"Turkish"
"egg","solidity","non-solid",8,2,0.25,"Mandarin (Beijing)"
"egg","solidity","non-solid",8,2,0.25,"Spanish (European)"
"egg","solidity","non-solid",8,2,0.25,"English (American)"
"egg","solidity","non-solid",8,2,0.25,"Japanese"
"egg","solidity","non-solid",8,2,0.25,"French (French)"
"egg","solidity","non-solid",8,2,0.25,"Russian"
"egg","solidity","non-solid",8,2,0.25,"English (Australian)"
"egg","solidity","non-solid",8,2,0.25,"Mandarin (Taiwanese)"
"egg","solidity","solid",8,5,0.625,"Korean"
"egg","solidity","solid",8,5,0.625,"Spanish (Mexican)"
"egg","solidity","solid",8,5,0.625,"Cantonese"
"egg","solidity","solid",8,5,0.625,"Catalan"
"egg","solidity","solid",8,5,0.625,"Turkish"
"egg","solidity","solid",8,5,0.625,"Mandarin (Beijing)"
"egg","solidity","solid",8,5,0.625,"Spanish (European)"
"egg","solidity","solid",8,5,0.625,"English (American)"
"egg","solidity","solid",8,5,0.625,"Japanese"
"egg","solidity","solid",8,5,0.625,"French (French)"
"egg","solidity","solid",8,5,0.625,"Russian"
"egg","solidity","solid",8,5,0.625,"English (Australian)"
"egg","solidity","solid",8,5,0.625,"Mandarin (Taiwanese)"
"egg","solidity","unclear/unknown",8,1,0.125,"Korean"
"egg","solidity","unclear/unknown",8,1,0.125,"Spanish (Mexican)"
"egg","solidity","unclear/unknown",8,1,0.125,"Cantonese"
"egg","solidity","unclear/unknown",8,1,0.125,"Catalan"
"egg","solidity","unclear/unknown",8,1,0.125,"Turkish"
"egg","solidity","unclear/unknown",8,1,0.125,"Mandarin (Beijing)"
"egg","solidity","unclear/unknown",8,1,0.125,"Spanish (European)"
"egg","solidity","unclear/unknown",8,1,0.125,"English (American)"
"egg","solidity","unclear/unknown",8,1,0.125,"Japanese"
"egg","solidity","unclear/unknown",8,1,0.125,"French (French)"
"egg","solidity","unclear/unknown",8,1,0.125,"Russian"
"egg","solidity","unclear/unknown",8,1,0.125,"English (Australian)"
"egg","solidity","unclear/unknown",8,1,0.125,"Mandarin (Taiwanese)"
"eggplant","solidity","solid",5,5,1,"Japanese"
"elbow","solidity","solid",6,6,1,"Catalan"
"elephant","solidity","solid",12,12,1,"Japanese"
"elephant","solidity","solid",12,12,1,"Catalan"
"elephant","solidity","solid",12,12,1,"Spanish (Mexican)"
"elephant","solidity","solid",12,12,1,"English (American)"
"elephant","solidity","solid",12,12,1,"Russian"
"elephant","solidity","solid",12,12,1,"Cantonese"
"elephant","solidity","solid",12,12,1,"English (Australian)"
"elephant","solidity","solid",12,12,1,"Mandarin (Beijing)"
"elephant","solidity","solid",12,12,1,"Korean"
"elephant","solidity","solid",12,12,1,"Mandarin (Taiwanese)"
"elephant","solidity","solid",12,12,1,"Turkish"
"elephant","solidity","solid",12,12,1,"Spanish (European)"
"elephant","solidity","solid",12,12,1,"French (French)"
"elephant","solidity","solid",12,12,1,"Spanish (Peruvian)"
"elevator","solidity","non-solid",7,1,0.142857142857143,"Mandarin (Beijing)"
"elevator","solidity","non-solid",7,1,0.142857142857143,"Catalan"
"elevator","solidity","non-solid",7,1,0.142857142857143,"Cantonese"
"elevator","solidity","non-solid",7,1,0.142857142857143,"Mandarin (Taiwanese)"
"elevator","solidity","non-solid",7,1,0.142857142857143,"Russian"
